System,Level,AttributeValue,AtkMultiplier,HPMultiplier,CostGold,CostStamina,SuccessRate,IsBreakthrough
强化_v12,269,0.0000,0.0000,0.0000,0,2752.00,28%,True
强化_v12,270,0.0000,0.0000,0.0000,173377720.67,0,100%,False
强化_v12,271,0.0000,0.0000,0.0000,182046606.70,0,92%,False
强化_v12,272,0.0000,0.0000,0.0000,191148937.03,0,84%,False
强化_v12,273,0.0000,0.0000,0.0000,200706383.89,0,76%,False
强化_v12,274,0.0000,0.0000,0.0000,210741703.08,0,68%,False
强化_v12,275,0.0000,0.0000,0.0000,221278788.23,0,60%,False
强化_v12,276,0.0000,0.0000,0.0000,232342727.65,0,52%,False
强化_v12,277,0.0000,0.0000,0.0000,243959864.03,0,44%,False
强化_v12,278,0.0000,0.0000,0.0000,256157857.23,0,36%,False
强化_v12,279,0.0000,0.0000,0.0000,0,3577.60,28%,True
强化_v12,280,0.0000,0.0000,0.0000,268965750.09,0,100%,False
强化_v12,281,0.0000,0.0000,0.0000,282414037.60,0,92%,False
强化_v12,282,0.0000,0.0000,0.0000,296534739.47,0,84%,False
强化_v12,283,0.0000,0.0000,0.0000,311361476.45,0,76%,False
强化_v12,284,0.0000,0.0000,0.0000,326929550.27,0,68%,False
强化_v12,285,0.0000,0.0000,0.0000,343276027.78,0,60%,False
强化_v12,286,0.0000,0.0000,0.0000,360439829.17,0,52%,False
强化_v12,287,0.0000,0.0000,0.0000,378461820.63,0,44%,False
强化_v12,288,0.0000,0.0000,0.0000,397384911.66,0,36%,False
强化_v12,289,0.0000,0.0000,0.0000,0,4650.88,28%,True
强化_v12,290,0.0000,0.0000,0.0000,417254157.25,0,100%,False
强化_v12,291,0.0000,0.0000,0.0000,438116865.11,0,92%,False
强化_v12,292,0.0000,0.0000,0.0000,460022708.37,0,84%,False
强化_v12,293,0.0000,0.0000,0.0000,483023843.78,0,76%,False
强化_v12,294,0.0000,0.0000,0.0000,507175035.97,0,68%,False
强化_v12,295,0.0000,0.0000,0.0000,532533787.77,0,60%,False
强化_v12,296,0.0000,0.0000,0.0000,559160477.16,0,52%,False
强化_v12,297,0.0000,0.0000,0.0000,587118501.02,0,44%,False
强化_v12,298,0.0000,0.0000,0.0000,616474426.07,0,36%,False
强化_v12,299,0.0000,0.0000,0.0000,0,6046.14,28%,True
强化_v12,300,0.0000,0.0000,0.0000,647298147.37,0,100%,False
强化_v13,0,0.0000,0.0000,0.0000,6659.22,0,100%,False
强化_v13,1,0.0000,0.0000,0.0000,6992.18,0,92%,False
强化_v13,2,0.0000,0.0000,0.0000,7341.79,0,84%,False
强化_v13,3,0.0000,0.0000,0.0000,7708.88,0,76%,False
强化_v13,4,0.0000,0.0000,0.0000,8094.32,0,68%,False
强化_v13,5,0.0000,0.0000,0.0000,8499.04,0,60%,False
强化_v13,6,0.0000,0.0000,0.0000,8923.99,0,52%,False
强化_v13,7,0.0000,0.0000,0.0000,9370.19,0,44%,False
强化_v13,8,0.0000,0.0000,0.0000,9838.70,0,36%,False
强化_v13,9,0.0000,0.0000,0.0000,0,3.00,28%,True
强化_v13,10,0.0000,0.0000,0.0000,10330.63,0,100%,False
强化_v13,11,0.0000,0.0000,0.0000,10847.17,0,92%,False
强化_v13,12,0.0000,0.0000,0.0000,11389.52,0,84%,False
强化_v13,13,0.0000,0.0000,0.0000,11959.00,0,76%,False
强化_v13,14,0.0000,0.0000,0.0000,12556.95,0,68%,False
强化_v13,15,0.0000,0.0000,0.0000,13184.80,0,60%,False
强化_v13,16,0.0000,0.0000,0.0000,13844.04,0,52%,False
强化_v13,17,0.0000,0.0000,0.0000,14536.24,0,44%,False
强化_v13,18,0.0000,0.0000,0.0000,15263.05,0,36%,False
强化_v13,19,0.0000,0.0000,0.0000,0,3.90,28%,True
强化_v13,20,0.0000,0.0000,0.0000,16026.20,0,100%,False
强化_v13,21,0.0000,0.0000,0.0000,16827.51,0,92%,False
强化_v13,22,0.0000,0.0000,0.0000,17668.89,0,84%,False
强化_v13,23,0.0000,0.0000,0.0000,18552.34,0,76%,False
强化_v13,24,0.0000,0.0000,0.0000,19479.95,0,68%,False
强化_v13,25,0.0000,0.0000,0.0000,20453.95,0,60%,False
强化_v13,26,0.0000,0.0000,0.0000,21476.65,0,52%,False
强化_v13,27,0.0000,0.0000,0.0000,22550.48,0,44%,False
强化_v13,28,0.0000,0.0000,0.0000,23678.00,0,36%,False
强化_v13,29,0.0000,0.0000,0.0000,0,5.07,28%,True
强化_v13,30,0.0000,0.0000,0.0000,24861.90,0,100%,False
强化_v13,31,0.0000,0.0000,0.0000,26105.00,0,92%,False
强化_v13,32,0.0000,0.0000,0.0000,27410.25,0,84%,False
强化_v13,33,0.0000,0.0000,0.0000,28780.76,0,76%,False
强化_v13,34,0.0000,0.0000,0.0000,30219.80,0,68%,False
强化_v13,35,0.0000,0.0000,0.0000,31730.79,0,60%,False
强化_v13,36,0.0000,0.0000,0.0000,33317.33,0,52%,False
强化_v13,37,0.0000,0.0000,0.0000,34983.19,0,44%,False
强化_v13,38,0.0000,0.0000,0.0000,36732.35,0,36%,False
强化_v13,39,0.0000,0.0000,0.0000,0,6.59,28%,True
强化_v13,40,0.0000,0.0000,0.0000,38568.97,0,100%,False
强化_v13,41,0.0000,0.0000,0.0000,40497.42,0,92%,False
强化_v13,42,0.0000,0.0000,0.0000,42522.29,0,84%,False
强化_v13,43,0.0000,0.0000,0.0000,44648.41,0,76%,False
强化_v13,44,0.0000,0.0000,0.0000,46880.83,0,68%,False
强化_v13,45,0.0000,0.0000,0.0000,49224.87,0,60%,False
强化_v13,46,0.0000,0.0000,0.0000,51686.11,0,52%,False
强化_v13,47,0.0000,0.0000,0.0000,54270.42,0,44%,False
强化_v13,48,0.0000,0.0000,0.0000,56983.94,0,36%,False
强化_v13,49,0.0000,0.0000,0.0000,0,8.57,28%,True
强化_v13,50,0.0000,0.0000,0.0000,59833.14,0,100%,False
强化_v13,51,0.0000,0.0000,0.0000,62824.79,0,92%,False
强化_v13,52,0.0000,0.0000,0.0000,65966.03,0,84%,False
强化_v13,53,0.0000,0.0000,0.0000,69264.33,0,76%,False
强化_v13,54,0.0000,0.0000,0.0000,72727.55,0,68%,False
强化_v13,55,0.0000,0.0000,0.0000,76363.93,0,60%,False
强化_v13,56,0.0000,0.0000,0.0000,80182.12,0,52%,False
强化_v13,57,0.0000,0.0000,0.0000,84191.23,0,44%,False
强化_v13,58,0.0000,0.0000,0.0000,88400.79,0,36%,False
强化_v13,59,0.0000,0.0000,0.0000,0,11.14,28%,True
强化_v13,60,0.0000,0.0000,0.0000,92820.83,0,100%,False
强化_v13,61,0.0000,0.0000,0.0000,97461.87,0,92%,False
强化_v13,62,0.0000,0.0000,0.0000,102334.97,0,84%,False
强化_v13,63,0.0000,0.0000,0.0000,107451.71,0,76%,False
强化_v13,64,0.0000,0.0000,0.0000,112824.30,0,68%,False
强化_v13,65,0.0000,0.0000,0.0000,118465.51,0,60%,False
强化_v13,66,0.0000,0.0000,0.0000,124388.79,0,52%,False
强化_v13,67,0.0000,0.0000,0.0000,130608.23,0,44%,False
强化_v13,68,0.0000,0.0000,0.0000,137138.64,0,36%,False
强化_v13,69,0.0000,0.0000,0.0000,0,14.48,28%,True
强化_v13,70,0.0000,0.0000,0.0000,143995.57,0,100%,False
强化_v13,71,0.0000,0.0000,0.0000,151195.35,0,92%,False
强化_v13,72,0.0000,0.0000,0.0000,158755.12,0,84%,False
强化_v13,73,0.0000,0.0000,0.0000,166692.88,0,76%,False
强化_v13,74,0.0000,0.0000,0.0000,175027.52,0,68%,False
强化_v13,75,0.0000,0.0000,0.0000,183778.90,0,60%,False
强化_v13,76,0.0000,0.0000,0.0000,192967.84,0,52%,False
强化_v13,77,0.0000,0.0000,0.0000,202616.23,0,44%,False
强化_v13,78,0.0000,0.0000,0.0000,212747.04,0,36%,False
强化_v13,79,0.0000,0.0000,0.0000,0,18.82,28%,True
强化_v13,80,0.0000,0.0000,0.0000,223384.40,0,100%,False
强化_v13,81,0.0000,0.0000,0.0000,234553.62,0,92%,False
强化_v13,82,0.0000,0.0000,0.0000,246281.30,0,84%,False
强化_v13,83,0.0000,0.0000,0.0000,258595.36,0,76%,False
强化_v13,84,0.0000,0.0000,0.0000,271525.13,0,68%,False
强化_v13,85,0.0000,0.0000,0.0000,285101.39,0,60%,False
强化_v13,86,0.0000,0.0000,0.0000,299356.46,0,52%,False
强化_v13,87,0.0000,0.0000,0.0000,314324.28,0,44%,False
强化_v13,88,0.0000,0.0000,0.0000,330040.49,0,36%,False
强化_v13,89,0.0000,0.0000,0.0000,0,24.47,28%,True
强化_v13,90,0.0000,0.0000,0.0000,346542.52,0,100%,False
强化_v13,91,0.0000,0.0000,0.0000,363869.64,0,92%,False
强化_v13,92,0.0000,0.0000,0.0000,382063.12,0,84%,False
强化_v13,93,0.0000,0.0000,0.0000,401166.28,0,76%,False
强化_v13,94,0.0000,0.0000,0.0000,421224.60,0,68%,False
强化_v13,95,0.0000,0.0000,0.0000,442285.82,0,60%,False
强化_v13,96,0.0000,0.0000,0.0000,464400.12,0,52%,False
强化_v13,97,0.0000,0.0000,0.0000,487620.12,0,44%,False
强化_v13,98,0.0000,0.0000,0.0000,512001.13,0,36%,False
强化_v13,99,0.0000,0.0000,0.0000,0,31.81,28%,True
强化_v13,100,0.0000,0.0000,0.0000,537601.18,0,100%,False
强化_v13,101,0.0000,0.0000,0.0000,564481.24,0,92%,False
强化_v13,102,0.0000,0.0000,0.0000,592705.31,0,84%,False
强化_v13,103,0.0000,0.0000,0.0000,622340.57,0,76%,False
强化_v13,104,0.0000,0.0000,0.0000,653457.60,0,68%,False
强化_v13,105,0.0000,0.0000,0.0000,686130.48,0,60%,False
强化_v13,106,0.0000,0.0000,0.0000,720437.00,0,52%,False
强化_v13,107,0.0000,0.0000,0.0000,756458.85,0,44%,False
强化_v13,108,0.0000,0.0000,0.0000,794281.80,0,36%,False
强化_v13,109,0.0000,0.0000,0.0000,0,41.36,28%,True
强化_v13,110,0.0000,0.0000,0.0000,833995.89,0,100%,False
强化_v13,111,0.0000,0.0000,0.0000,875695.68,0,92%,False
强化_v13,112,0.0000,0.0000,0.0000,919480.46,0,84%,False
强化_v13,113,0.0000,0.0000,0.0000,965454.49,0,76%,False
强化_v13,114,0.0000,0.0000,0.0000,1013727.21,0,68%,False
强化_v13,115,0.0000,0.0000,0.0000,1064413.57,0,60%,False
强化_v13,116,0.0000,0.0000,0.0000,1117634.25,0,52%,False
强化_v13,117,0.0000,0.0000,0.0000,1173515.96,0,44%,False
强化_v13,118,0.0000,0.0000,0.0000,1232191.76,0,36%,False
强化_v13,119,0.0000,0.0000,0.0000,0,53.76,28%,True
强化_v13,120,0.0000,0.0000,0.0000,1293801.35,0,100%,False
强化_v13,121,0.0000,0.0000,0.0000,1358491.42,0,92%,False
强化_v13,122,0.0000,0.0000,0.0000,1426415.99,0,84%,False
强化_v13,123,0.0000,0.0000,0.0000,1497736.79,0,76%,False
强化_v13,124,0.0000,0.0000,0.0000,1572623.63,0,68%,False
强化_v13,125,0.0000,0.0000,0.0000,1651254.81,0,60%,False
强化_v13,126,0.0000,0.0000,0.0000,1733817.55,0,52%,False
强化_v13,127,0.0000,0.0000,0.0000,1820508.43,0,44%,False
强化_v13,128,0.0000,0.0000,0.0000,1911533.85,0,36%,False
强化_v13,129,0.0000,0.0000,0.0000,0,69.89,28%,True
强化_v13,130,0.0000,0.0000,0.0000,2007110.54,0,100%,False
强化_v13,131,0.0000,0.0000,0.0000,2107466.07,0,92%,False
强化_v13,132,0.0000,0.0000,0.0000,2212839.37,0,84%,False
强化_v13,133,0.0000,0.0000,0.0000,2323481.34,0,76%,False
强化_v13,134,0.0000,0.0000,0.0000,2439655.41,0,68%,False
强化_v13,135,0.0000,0.0000,0.0000,2561638.18,0,60%,False
强化_v13,136,0.0000,0.0000,0.0000,2689720.09,0,52%,False
强化_v13,137,0.0000,0.0000,0.0000,2824206.09,0,44%,False
强化_v13,138,0.0000,0.0000,0.0000,2965416.39,0,36%,False
强化_v13,139,0.0000,0.0000,0.0000,0,90.86,28%,True
强化_v13,140,0.0000,0.0000,0.0000,3113687.21,0,100%,False
强化_v13,141,0.0000,0.0000,0.0000,3269371.57,0,92%,False
强化_v13,142,0.0000,0.0000,0.0000,3432840.15,0,84%,False
强化_v13,143,0.0000,0.0000,0.0000,3604482.16,0,76%,False
强化_v13,144,0.0000,0.0000,0.0000,3784706.27,0,68%,False
强化_v13,145,0.0000,0.0000,0.0000,3973941.58,0,60%,False
强化_v13,146,0.0000,0.0000,0.0000,4172638.66,0,52%,False
强化_v13,147,0.0000,0.0000,0.0000,4381270.59,0,44%,False
强化_v13,148,0.0000,0.0000,0.0000,4600334.12,0,36%,False
强化_v13,149,0.0000,0.0000,0.0000,0,118.12,28%,True
强化_v13,150,0.0000,0.0000,0.0000,4830350.83,0,100%,False
强化_v13,151,0.0000,0.0000,0.0000,5071868.37,0,92%,False
强化_v13,152,0.0000,0.0000,0.0000,5325461.79,0,84%,False
强化_v13,153,0.0000,0.0000,0.0000,5591734.88,0,76%,False
强化_v13,154,0.0000,0.0000,0.0000,5871321.62,0,68%,False
强化_v13,155,0.0000,0.0000,0.0000,6164887.71,0,60%,False
强化_v13,156,0.0000,0.0000,0.0000,6473132.09,0,52%,False
强化_v13,157,0.0000,0.0000,0.0000,6796788.70,0,44%,False
强化_v13,158,0.0000,0.0000,0.0000,7136628.13,0,36%,False
强化_v13,159,0.0000,0.0000,0.0000,0,153.56,28%,True
强化_v13,160,0.0000,0.0000,0.0000,7493459.54,0,100%,False
强化_v13,161,0.0000,0.0000,0.0000,7868132.51,0,92%,False
强化_v13,162,0.0000,0.0000,0.0000,8261539.14,0,84%,False
强化_v13,163,0.0000,0.0000,0.0000,8674616.10,0,76%,False
强化_v13,164,0.0000,0.0000,0.0000,9108346.90,0,68%,False
强化_v13,165,0.0000,0.0000,0.0000,9563764.25,0,60%,False
强化_v13,166,0.0000,0.0000,0.0000,10041952.46,0,52%,False
强化_v13,167,0.0000,0.0000,0.0000,10544050.08,0,44%,False
强化_v13,168,0.0000,0.0000,0.0000,11071252.59,0,36%,False
强化_v13,169,0.0000,0.0000,0.0000,0,199.62,28%,True
强化_v13,170,0.0000,0.0000,0.0000,11624815.22,0,100%,False
强化_v13,171,0.0000,0.0000,0.0000,12206055.98,0,92%,False
强化_v13,172,0.0000,0.0000,0.0000,12816358.77,0,84%,False
强化_v13,173,0.0000,0.0000,0.0000,13457176.71,0,76%,False
强化_v13,174,0.0000,0.0000,0.0000,14130035.55,0,68%,False
强化_v13,175,0.0000,0.0000,0.0000,14836537.33,0,60%,False
强化_v13,176,0.0000,0.0000,0.0000,15578364.19,0,52%,False
强化_v13,177,0.0000,0.0000,0.0000,16357282.40,0,44%,False
强化_v13,178,0.0000,0.0000,0.0000,17175146.52,0,36%,False
强化_v13,179,0.0000,0.0000,0.0000,0,259.51,28%,True
强化_v13,180,0.0000,0.0000,0.0000,18033903.85,0,100%,False
强化_v13,181,0.0000,0.0000,0.0000,18935599.04,0,92%,False
强化_v13,182,0.0000,0.0000,0.0000,19882378.99,0,84%,False
强化_v13,183,0.0000,0.0000,0.0000,20876497.94,0,76%,False
强化_v13,184,0.0000,0.0000,0.0000,21920322.84,0,68%,False
强化_v13,185,0.0000,0.0000,0.0000,23016338.98,0,60%,False
强化_v13,186,0.0000,0.0000,0.0000,24167155.93,0,52%,False
强化_v13,187,0.0000,0.0000,0.0000,25375513.73,0,44%,False
强化_v13,188,0.0000,0.0000,0.0000,26644289.41,0,36%,False
强化_v13,189,0.0000,0.0000,0.0000,0,337.37,28%,True
强化_v13,190,0.0000,0.0000,0.0000,27976503.89,0,100%,False
强化_v13,191,0.0000,0.0000,0.0000,29375329.08,0,92%,False
强化_v13,192,0.0000,0.0000,0.0000,30844095.53,0,84%,False
强化_v13,193,0.0000,0.0000,0.0000,32386300.31,0,76%,False
强化_v13,194,0.0000,0.0000,0.0000,34005615.33,0,68%,False
强化_v13,195,0.0000,0.0000,0.0000,35705896.09,0,60%,False
强化_v13,196,0.0000,0.0000,0.0000,37491190.90,0,52%,False
强化_v13,197,0.0000,0.0000,0.0000,39365750.44,0,44%,False
强化_v13,198,0.0000,0.0000,0.0000,41334037.96,0,36%,False
强化_v13,199,0.0000,0.0000,0.0000,0,438.58,28%,True
强化_v13,200,0.0000,0.0000,0.0000,43400739.86,0,100%,False
强化_v13,201,0.0000,0.0000,0.0000,45570776.85,0,92%,False
强化_v13,202,0.0000,0.0000,0.0000,47849315.70,0,84%,False
强化_v13,203,0.0000,0.0000,0.0000,50241781.48,0,76%,False
强化_v13,204,0.0000,0.0000,0.0000,52753870.56,0,68%,False
强化_v13,205,0.0000,0.0000,0.0000,55391564.08,0,60%,False
强化_v13,206,0.0000,0.0000,0.0000,58161142.29,0,52%,False
强化_v13,207,0.0000,0.0000,0.0000,61069199.40,0,44%,False
强化_v13,208,0.0000,0.0000,0.0000,64122659.37,0,36%,False
强化_v13,209,0.0000,0.0000,0.0000,0,570.15,28%,True
强化_v13,210,0.0000,0.0000,0.0000,67328792.34,0,100%,False
强化_v13,211,0.0000,0.0000,0.0000,70695231.96,0,92%,False
强化_v13,212,0.0000,0.0000,0.0000,74229993.56,0,84%,False
强化_v13,213,0.0000,0.0000,0.0000,77941493.23,0,76%,False
强化_v13,214,0.0000,0.0000,0.0000,81838567.90,0,68%,False
强化_v13,215,0.0000,0.0000,0.0000,85930496.29,0,60%,False
强化_v13,216,0.0000,0.0000,0.0000,90227021.11,0,52%,False
强化_v13,217,0.0000,0.0000,0.0000,94738372.16,0,44%,False
强化_v13,218,0.0000,0.0000,0.0000,99475290.77,0,36%,False
强化_v13,219,0.0000,0.0000,0.0000,0,741.19,28%,True
强化_v13,220,0.0000,0.0000,0.0000,104449055.31,0,100%,False
强化_v13,221,0.0000,0.0000,0.0000,109671508.07,0,92%,False
强化_v13,222,0.0000,0.0000,0.0000,115155083.48,0,84%,False
强化_v13,223,0.0000,0.0000,0.0000,120912837.65,0,76%,False
强化_v13,224,0.0000,0.0000,0.0000,126958479.53,0,68%,False
强化_v13,225,0.0000,0.0000,0.0000,133306403.51,0,60%,False
强化_v13,226,0.0000,0.0000,0.0000,139971723.68,0,52%,False
强化_v13,227,0.0000,0.0000,0.0000,146970309.87,0,44%,False
强化_v13,228,0.0000,0.0000,0.0000,154318825.36,0,36%,False
强化_v13,229,0.0000,0.0000,0.0000,0,963.55,28%,True
强化_v13,230,0.0000,0.0000,0.0000,162034766.63,0,100%,False
强化_v13,231,0.0000,0.0000,0.0000,170136504.96,0,92%,False
强化_v13,232,0.0000,0.0000,0.0000,178643330.21,0,84%,False
强化_v13,233,0.0000,0.0000,0.0000,187575496.72,0,76%,False
强化_v13,234,0.0000,0.0000,0.0000,196954271.56,0,68%,False
强化_v13,235,0.0000,0.0000,0.0000,206801985.13,0,60%,False
强化_v13,236,0.0000,0.0000,0.0000,217142084.39,0,52%,False
强化_v13,237,0.0000,0.0000,0.0000,227999188.61,0,44%,False
强化_v13,238,0.0000,0.0000,0.0000,239399148.04,0,36%,False
强化_v13,239,0.0000,0.0000,0.0000,0,1252.62,28%,True
强化_v13,240,0.0000,0.0000,0.0000,251369105.44,0,100%,False
强化_v13,241,0.0000,0.0000,0.0000,263937560.71,0,92%,False
强化_v13,242,0.0000,0.0000,0.0000,277134438.75,0,84%,False
强化_v13,243,0.0000,0.0000,0.0000,290991160.69,0,76%,False
强化_v13,244,0.0000,0.0000,0.0000,305540718.72,0,68%,False
强化_v13,245,0.0000,0.0000,0.0000,320817754.66,0,60%,False
强化_v13,246,0.0000,0.0000,0.0000,336858642.39,0,52%,False
强化_v13,247,0.0000,0.0000,0.0000,353701574.51,0,44%,False
强化_v13,248,0.0000,0.0000,0.0000,371386653.24,0,36%,False
强化_v13,249,0.0000,0.0000,0.0000,0,1628.40,28%,True
强化_v13,250,0.0000,0.0000,0.0000,389955985.90,0,100%,False
强化_v13,251,0.0000,0.0000,0.0000,409453785.19,0,92%,False
强化_v13,252,0.0000,0.0000,0.0000,429926474.45,0,84%,False
强化_v13,253,0.0000,0.0000,0.0000,451422798.18,0,76%,False
强化_v13,254,0.0000,0.0000,0.0000,473993938.08,0,68%,False
强化_v13,255,0.0000,0.0000,0.0000,497693634.99,0,60%,False
强化_v13,256,0.0000,0.0000,0.0000,522578316.74,0,52%,False
强化_v13,257,0.0000,0.0000,0.0000,548707232.57,0,44%,False
强化_v13,258,0.0000,0.0000,0.0000,576142594.20,0,36%,False
强化_v13,259,0.0000,0.0000,0.0000,0,2116.92,28%,True
强化_v13,260,0.0000,0.0000,0.0000,604949723.91,0,100%,False
强化_v13,261,0.0000,0.0000,0.0000,635197210.11,0,92%,False
强化_v13,262,0.0000,0.0000,0.0000,666957070.62,0,84%,False
强化_v13,263,0.0000,0.0000,0.0000,700304924.15,0,76%,False
强化_v13,264,0.0000,0.0000,0.0000,735320170.35,0,68%,False
强化_v13,265,0.0000,0.0000,0.0000,772086178.87,0,60%,False
强化_v13,266,0.0000,0.0000,0.0000,810690487.81,0,52%,False
强化_v13,267,0.0000,0.0000,0.0000,851225012.20,0,44%,False
强化_v13,268,0.0000,0.0000,0.0000,893786262.82,0,36%,False
强化_v13,269,0.0000,0.0000,0.0000,0,2752.00,28%,True
强化_v13,270,0.0000,0.0000,0.0000,938475575.96,0,100%,False
强化_v13,271,0.0000,0.0000,0.0000,985399354.75,0,92%,False
强化_v13,272,0.0000,0.0000,0.0000,1034669322.49,0,84%,False
强化_v13,273,0.0000,0.0000,0.0000,1086402788.62,0,76%,False
强化_v13,274,0.0000,0.0000,0.0000,1140722928.05,0,68%,False
强化_v13,275,0.0000,0.0000,0.0000,1197759074.45,0,60%,False
强化_v13,276,0.0000,0.0000,0.0000,1257647028.17,0,52%,False
强化_v13,277,0.0000,0.0000,0.0000,1320529379.58,0,44%,False
强化_v13,278,0.0000,0.0000,0.0000,1386555848.56,0,36%,False
强化_v13,279,0.0000,0.0000,0.0000,0,3577.60,28%,True
强化_v13,280,0.0000,0.0000,0.0000,1455883640.99,0,100%,False
强化_v13,281,0.0000,0.0000,0.0000,1528677823.04,0,92%,False
强化_v13,282,0.0000,0.0000,0.0000,1605111714.19,0,84%,False
强化_v13,283,0.0000,0.0000,0.0000,1685367299.90,0,76%,False
强化_v13,284,0.0000,0.0000,0.0000,1769635664.89,0,68%,False
强化_v13,285,0.0000,0.0000,0.0000,1858117448.14,0,60%,False
强化_v13,286,0.0000,0.0000,0.0000,1951023320.54,0,52%,False
强化_v13,287,0.0000,0.0000,0.0000,2048574486.57,0,44%,False
强化_v13,288,0.0000,0.0000,0.0000,2151003210.90,0,36%,False
强化_v13,289,0.0000,0.0000,0.0000,0,4650.88,28%,True
强化_v13,290,0.0000,0.0000,0.0000,2258553371.44,0,100%,False
强化_v13,291,0.0000,0.0000,0.0000,2371481040.02,0,92%,False
强化_v13,292,0.0000,0.0000,0.0000,2490055092.02,0,84%,False
强化_v13,293,0.0000,0.0000,0.0000,2614557846.62,0,76%,False
强化_v13,294,0.0000,0.0000,0.0000,2745285738.95,0,68%,False
强化_v13,295,0.0000,0.0000,0.0000,2882550025.90,0,60%,False
强化_v13,296,0.0000,0.0000,0.0000,3026677527.19,0,52%,False
强化_v13,297,0.0000,0.0000,0.0000,3178011403.55,0,44%,False
强化_v13,298,0.0000,0.0000,0.0000,3336911973.73,0,36%,False
强化_v13,299,0.0000,0.0000,0.0000,0,6046.14,28%,True
强化_v13,300,0.0000,0.0000,0.0000,3503757572.42,0,100%,False
强化_v14,0,0.0000,0.0000,0.0000,359087.49,0,100%,False
强化_v14,1,0.0000,0.0000,0.0000,377041.86,0,92%,False
强化_v14,2,0.0000,0.0000,0.0000,395893.96,0,84%,False
强化_v14,3,0.0000,0.0000,0.0000,415688.65,0,76%,False
强化_v14,4,0.0000,0.0000,0.0000,436473.09,0,68%,False
强化_v14,5,0.0000,0.0000,0.0000,458296.74,0,60%,False
强化_v14,6,0.0000,0.0000,0.0000,481211.58,0,52%,False
强化_v14,7,0.0000,0.0000,0.0000,505272.16,0,44%,False
强化_v14,8,0.0000,0.0000,0.0000,530535.77,0,36%,False
强化_v14,9,0.0000,0.0000,0.0000,0,3.00,28%,True
强化_v14,10,0.0000,0.0000,0.0000,557062.55,0,100%,False
强化_v14,11,0.0000,0.0000,0.0000,584915.68,0,92%,False
强化_v14,12,0.0000,0.0000,0.0000,614161.47,0,84%,False
强化_v14,13,0.0000,0.0000,0.0000,644869.54,0,76%,False
强化_v14,14,0.0000,0.0000,0.0000,677113.02,0,68%,False
强化_v14,15,0.0000,0.0000,0.0000,710968.67,0,60%,False
强化_v14,16,0.0000,0.0000,0.0000,746517.10,0,52%,False
强化_v14,17,0.0000,0.0000,0.0000,783842.96,0,44%,False
强化_v14,18,0.0000,0.0000,0.0000,823035.10,0,36%,False
强化_v14,19,0.0000,0.0000,0.0000,0,3.90,28%,True
强化_v14,20,0.0000,0.0000,0.0000,864186.86,0,100%,False
强化_v14,21,0.0000,0.0000,0.0000,907396.20,0,92%,False
强化_v14,22,0.0000,0.0000,0.0000,952766.01,0,84%,False
强化_v14,23,0.0000,0.0000,0.0000,1000404.31,0,76%,False
强化_v14,24,0.0000,0.0000,0.0000,1050424.53,0,68%,False
强化_v14,25,0.0000,0.0000,0.0000,1102945.75,0,60%,False
强化_v14,26,0.0000,0.0000,0.0000,1158093.04,0,52%,False
强化_v14,27,0.0000,0.0000,0.0000,1215997.69,0,44%,False
强化_v14,28,0.0000,0.0000,0.0000,1276797.58,0,36%,False
强化_v14,29,0.0000,0.0000,0.0000,0,5.07,28%,True
强化_v14,30,0.0000,0.0000,0.0000,1340637.46,0,100%,False
强化_v14,31,0.0000,0.0000,0.0000,1407669.33,0,92%,False
强化_v14,32,0.0000,0.0000,0.0000,1478052.80,0,84%,False
强化_v14,33,0.0000,0.0000,0.0000,1551955.44,0,76%,False
强化_v14,34,0.0000,0.0000,0.0000,1629553.21,0,68%,False
强化_v14,35,0.0000,0.0000,0.0000,1711030.87,0,60%,False
强化_v14,36,0.0000,0.0000,0.0000,1796582.41,0,52%,False
强化_v14,37,0.0000,0.0000,0.0000,1886411.53,0,44%,False
强化_v14,38,0.0000,0.0000,0.0000,1980732.11,0,36%,False
强化_v14,39,0.0000,0.0000,0.0000,0,6.59,28%,True
强化_v14,40,0.0000,0.0000,0.0000,2079768.71,0,100%,False
强化_v14,41,0.0000,0.0000,0.0000,2183757.15,0,92%,False
强化_v14,42,0.0000,0.0000,0.0000,2292945.01,0,84%,False
强化_v14,43,0.0000,0.0000,0.0000,2407592.26,0,76%,False
强化_v14,44,0.0000,0.0000,0.0000,2527971.87,0,68%,False
强化_v14,45,0.0000,0.0000,0.0000,2654370.46,0,60%,False
强化_v14,46,0.0000,0.0000,0.0000,2787088.99,0,52%,False
强化_v14,47,0.0000,0.0000,0.0000,2926443.44,0,44%,False
强化_v14,48,0.0000,0.0000,0.0000,3072765.61,0,36%,False
强化_v14,49,0.0000,0.0000,0.0000,0,8.57,28%,True
强化_v14,50,0.0000,0.0000,0.0000,3226403.89,0,100%,False
强化_v14,51,0.0000,0.0000,0.0000,3387724.08,0,92%,False
强化_v14,52,0.0000,0.0000,0.0000,3557110.29,0,84%,False
强化_v14,53,0.0000,0.0000,0.0000,3734965.80,0,76%,False
强化_v14,54,0.0000,0.0000,0.0000,3921714.09,0,68%,False
强化_v14,55,0.0000,0.0000,0.0000,4117799.80,0,60%,False
强化_v14,56,0.0000,0.0000,0.0000,4323689.79,0,52%,False
强化_v14,57,0.0000,0.0000,0.0000,4539874.28,0,44%,False
