Level,MonsterAtk,MonsterHP,RewardGold
2342,317.79,1101811.00,4247003114752.54
2343,318.12,1105066.14,4272561732618.76
2344,318.62,1109412.05,4312266279071.38
2345,319.01,1112494.94,4339302343007.35
2346,319.57,1117233.10,4379627104176.96
2347,320.12,1119777.70,4405983857993.18
2348,320.30,1123085.92,4433607491038.17
2349,320.80,1127502.70,4473690059458.34
2350,321.36,1130635.86,4501738181408.61
2351,321.58,1133725.11,4528506397105.54
2352,322.31,1138606.55,4572058699364.64
2353,322.65,1141399.55,4599573513458.70
2354,323.21,1144571.33,4628410870787.88
2355,323.56,1149072.60,4671422292487.98
2356,323.90,1152467.37,4700710110910.62
2357,324.68,1157146.40,4743038095168.65
2358,325.02,1160011.81,4771752246556.43
2359,325.42,1163235.31,4801669090850.30
2360,325.94,1167809.98,4846290586196.42
2361,326.28,1171260.11,4876674753977.66
2362,326.68,1174514.87,4907249417486.62
2363,327.25,1179517.18,4952852061671.77
2364,327.82,1182203.64,4983904324296.27
2365,328.00,1185696.29,5013897640209.79
2366,328.51,1190359.29,5059226392387.64
2367,329.08,1193667.13,5090945576537.98
2368,329.66,1198751.01,5138255293232.93
2369,330.06,1202082.16,5169177498842.54
2370,330.41,1205030.87,5201586029371.66
2371,330.95,1209910.36,5249549087711.15
2372,331.33,1213131.69,5282838694240.03
2373,331.91,1218298.47,5331931657072.21
2374,332.48,1221655.59,5363827889785.24
2375,332.84,1224680.74,5396300276250.34
2376,333.24,1229839.62,5446058693014.03
2377,333.77,1232913.65,5480594523312.44
2378,334.12,1236556.11,5514955505299.60
2379,334.93,1241605.36,5566205509570.62
2380,335.12,1245273.50,5599703135011.47
2381,335.69,1248109.72,5636219755837.76
2382,336.24,1253163.65,5686768637841.14
2383,336.41,1256720.04,5721400309195.83
2384,337.23,1261851.63,5774568787164.58
2385,337.58,1265579.58,5809320350322.33
2386,337.99,1269096.44,5845742302551.50
2387,338.53,1274087.44,5901541480866.86
2388,338.93,1277568.64,5938117544597.70
2389,339.70,1282428.04,5993727973494.91
2390,339.89,1286216.79,6029798444537.57
2391,340.47,1289761.06,6065869397199.75
2392,341.01,1294863.37,6122457601138.90
2393,341.43,1298461.61,6160842789909.12
2394,342.03,1303991.81,6216540639380.84
2395,342.39,1307190.51,6255515688533.62
2396,342.98,1310823.00,6294735094563.49
2397,343.35,1315978.09,6353231523078.83
2398,343.71,1319865.96,6393063565569.22
2399,344.33,1323025.65,6431078058065.34
2400,344.91,1328506.24,6489682348327.82
2401,345.33,1332197.97,6530369879092.14
2402,345.87,1337437.12,6591056041269.37
2403,346.24,1341388.39,6632379141700.78
2404,346.66,1345115.91,6673961320285.84
2405,347.27,1350844.82,6734298080315.82
2406,347.87,1353921.49,6778213588620.66
2407,348.06,1357921.45,6819005122378.99
2408,348.61,1363261.77,6880653168564.25
2409,349.21,1367050.07,6923791919037.43
2410,349.82,1372872.40,6986387303018.19
2411,350.25,1376687.41,7030188961260.52
2412,350.62,1380064.43,7074265237153.05
2413,351.22,1385877.85,7141280995995.58
2414,351.60,1389341.91,7184770552120.08
2415,352.22,1395259.17,7251538003122.70
2416,352.83,1399136.40,7295178020272.76
2417,353.20,1402568.48,7339080664619.53
2418,353.82,1408542.08,7409134158167.75
2419,354.19,1411997.24,7453722594660.90
2420,354.81,1418011.00,7522989393720.94
2421,355.42,1421951.45,7570155317408.31
2422,355.62,1426152.40,7617616951250.37
2423,356.18,1431761.04,7688406806383.50
2424,356.81,1435188.61,7734123680594.24
2425,357.42,1441133.83,7804602195239.89
2426,357.85,1445138.53,7853533710663.62
2427,358.23,1449407.98,7900796559686.13
2428,358.79,1455108.09,7976211782125.03
2429,359.23,1459151.62,8026219216210.28
2430,359.86,1465366.21,8098781228418.13
2431,360.49,1468703.72,8151594764447.23
2432,360.68,1473042.79,8200651355637.60
2433,361.25,1478835.84,8274790342843.04
2434,361.88,1482945.31,8326669736713.55
2435,362.51,1489261.24,8401948008438.82
2436,362.95,1493399.68,8454624626449.54
2437,363.34,1497063.00,8507631504309.71
2438,363.96,1503369.27,8588225793907.38
2439,364.35,1507127.00,8640527072611.23
2440,364.74,1511579.58,8694699479243.25
2441,365.62,1517751.84,8773304968672.19
2442,366.01,1521474.89,8826103034286.84
2443,366.65,1527954.92,8910350555226.09
2444,367.03,1531703.00,8963973366121.61
2445,367.68,1538226.59,9047274794910.54
2446,368.31,1542501.09,9103997335674.94
2447,368.51,1547058.19,9161075502492.90
2448,369.09,1553142.33,9246208584378.59
2449,369.75,1556860.47,9301188473635.70
2450,370.38,1563309.72,9385947132164.29
2451,370.83,1567653.92,9444793003532.78
2452,371.22,1572285.33,9501632108351.12
2453,371.81,1578468.68,9592327735503.48
2454,372.26,1582855.01,9652467524924.78
2455,372.92,1589596.46,9739731833001.96
2456,373.56,1593216.91,9803246288272.23
2457,373.76,1597923.84,9862242577881.68
2458,374.35,1604208.02,9951403382870.17
2459,375.00,1608665.87,10013794422917.50
2460,375.66,1615517.25,10104325350816.04
2461,376.12,1620006.54,10167675146152.36
2462,376.51,1623980.42,10231422117591.93
2463,377.16,1630821.32,10328346178856.64
2464,377.57,1634897.62,10391244584768.91
2465,378.23,1641860.72,10487809521482.87
2466,378.88,1646423.21,10550925537311.02
2467,379.48,1652898.12,10648974375299.14
2468,379.94,1657491.29,10715738886911.12
2469,380.34,1661557.12,10780226589878.42
2470,381.01,1668633.76,10880406302705.09
2471,381.67,1673270.65,10948621793449.94
2472,382.08,1679851.15,11050366388331.30
2473,382.48,1684814.02,11119647456070.59
2474,383.16,1688847.39,11185767204520.29
2475,383.81,1695843.38,11287699406577.69
2476,384.28,1700555.88,11358468450763.98
2477,384.89,1707243.68,11464021715165.53
2478,385.29,1712287.48,11535896224761.26
2479,386.23,1719279.29,11643098310112.71
2480,386.44,1724358.65,11713166895523.83
2481,387.11,1728286.04,11789550457988.80
2482,387.74,1735284.33,11895285972356.74
2483,387.93,1740208.94,11967726695850.03
2484,388.87,1747314.76,12078941744400.53
2485,389.28,1752476.95,12151633251313.16
2486,389.76,1757346.83,12227818790945.33
2487,390.37,1764257.97,12344536601244.08
2488,390.84,1769078.46,12421044503275.80
2489,391.73,1775807.39,12537367497388.08
2490,391.95,1781053.75,12612817827010.29
2491,392.56,1788058.13,12726845542486.72
2492,393.24,1793026.88,12806637416996.03
2493,393.72,1798009.44,12886929552407.65
2494,394.41,1805667.24,13003435408317.08
2495,394.83,1810096.55,13084961382905.58
2496,395.48,1817426.11,13205615883789.25
2497,395.94,1822264.92,13289358268020.20
2498,396.63,1830026.02,13412855124402.59
2499,397.31,1835111.40,13493574170128.91
2500,397.73,1839612.93,13574778985982.76
2501,398.22,1847362.17,13699949839286.09
2502,398.85,1851979.72,13786827188469.54
2503,399.54,1859867.38,13914946980481.11
2504,400.23,1865035.68,14002187742503.59
2505,400.66,1872370.33,14132308861507.55
2506,401.09,1877901.98,14220912389493.79
2507,401.80,1882397.59,14305472907588.74
2508,402.48,1890195.36,14435833957330.03
2509,402.98,1895447.93,14526340457759.68
2510,403.61,1902902.18,14661332482588.56
2511,404.03,1908524.03,14753252762258.90
2512,405.02,1916317.14,14894076517225.72
2513,405.24,1921978.62,14983709606698.34
2514,405.94,1926356.10,15077651052960.75
2515,406.60,1934156.43,15212876157194.04
2516,406.80,1939645.43,15305520567576.71
2517,407.79,1947565.61,15451615866883.31
2518,408.22,1953319.41,15544604248263.56
2519,408.86,1961001.25,15689058910381.45
2520,409.36,1966450.59,15787422594891.15
2521,410.08,1974825.79,15934133746891.99
2522,410.79,1979323.63,16030025938270.80
2523,411.01,1985171.26,16130527340112.58
2524,411.66,1992978.37,16276357336807.12
2525,412.37,1998516.56,16378403131088.98
2526,413.09,2007028.33,16526474079056.68
2527,413.60,2012605.57,16634246039996.39
2528,414.25,2020520.57,16788826648992.26
2529,414.71,2025712.07,16888656522123.08
2530,415.69,2033747.57,17051080680270.33
2531,415.92,2039755.99,17153694698564.54
2532,416.64,2045424.17,17256926251720.56
2533,417.30,2053468.24,17417293374040.12
2534,417.59,2059078.94,17520860006994.89
2535,418.54,2067944.64,17684942737307.93
2536,418.98,2073017.32,17795819759181.60
2537,419.70,2081749.75,17964402689762.44
2538,420.16,2086953.16,18073803776130.36
2539,420.89,2095841.59,18241762070594.86
2540,421.62,2101665.63,18351541652424.85
2541,422.28,2109930.88,18522080940940.01
2542,422.80,2115794.06,18638206461058.44
2543,423.24,2120984.12,18750371859523.93
2544,423.99,2130017.48,18924617442640.46
2545,424.72,2135936.49,19043266694340.64
2546,425.17,2144336.51,19220234123811.44
2547,425.62,2150671.64,19340736765579.32
2548,426.65,2159453.51,19515589051504.24
2549,427.10,2164750.66,19633034570032.23
2550,427.63,2173869.52,19814067623506.20
2551,428.30,2179303.19,19939717256670.23
2552,429.05,2188584.93,20125015323641.63
2553,429.79,2194666.69,20251190556289.90
2554,430.03,2201150.52,20373062951195.11
2555,430.71,2209807.01,20567529301849.66
2556,431.48,2215097.18,20689828130930.58
2557,432.21,2224273.15,20878367701173.25
2558,432.74,2230454.08,21009266130796.51
2559,433.42,2239225.81,21204503422901.29
2560,433.87,2245841.28,21337446583914.53
2561,434.93,2255011.76,21541118235026.09
2562,435.17,2261673.86,21670753461209.12
2563,435.93,2266982.93,21808956818164.00
2564,436.76,2278358.41,22025779983044.24
2565,437.34,2285114.02,22159123982553.98
2566,437.90,2291783.16,22297255178562.79
2567,438.60,2300849.51,22505265573170.58
2568,439.10,2308022.09,22640703578125.34
2569,440.14,2317177.48,22847021269193.68
2570,440.43,2324508.85,22986157144635.33
2571,441.21,2334517.39,23189824532594.16
2572,441.97,2341004.68,23341049340243.48
2573,442.82,2351684.73,23551226004136.48
2574,443.07,2357562.88,23700574949153.64
2575,443.84,2364114.20,23849167410327.44
2576,444.78,2375837.11,24084554637542.13
2577,445.49,2381830.93,24226035478025.21
2578,446.28,2392086.32,24446800039465.60
2579,446.58,2399710.39,24596556842294.32
2580,447.41,2406937.49,24759607233019.19
2581,448.13,2416515.50,24991481545062.16
2582,448.74,2423905.75,25146370819627.38
2583,449.50,2433890.29,25368273782775.26
2584,461.02,2553565.37,27381305664012.74
2585,461.34,2562006.05,27642667571223.51
2586,461.82,2572145.99,27997367992875.10
2587,462.52,2580867.42,28268849824381.21
2588,463.33,2593155.70,28531549799539.11
2589,464.16,2599287.15,28699905878921.55
2590,464.95,2610131.37,28962748955245.34
2591,465.20,2617842.62,29144332995247.18
2592,466.36,2628873.88,29413698920522.23
2593,466.99,2638011.87,29606990100676.55
2594,467.75,2648730.77,29873162900822.05
2595,468.53,2655745.89,30054442455145.15
2596,469.19,2667808.18,30324132063804.43
2597,469.98,2678880.29,30593182293783.95
2598,470.78,2686208.10,30782936154682.80
2599,471.57,2697298.06,31078320482209.50
2600,472.22,2705496.83,31270041715101.91
2601,473.30,2717196.24,31563787096536.95
2602,473.66,2724983.12,31750035494656.70
2603,474.47,2737720.26,32040812650443.39
2604,475.23,2748606.06,32324555274264.16
2605,476.12,2755642.29,32525047522369.24
2606,476.99,2767738.53,32825659635258.89
2607,477.57,2775429.67,33031462471912.95
2608,478.45,2787673.09,33346200347973.17
2609,479.00,2796393.56,33547438625183.87
2610,479.84,2808303.52,33850728329275.85
2611,480.46,2816534.50,34053875133672.41
2612,481.28,2828223.87,34356017431335.64
2613,482.07,2839777.07,34683375693110.50
2614,482.91,2847668.40,34900825614351.91
2615,483.92,2861656.21,35233963356493.48
2616,484.67,2868675.87,35446002618300.34
2617,485.52,2880893.68,35766456521367.43
2618,485.87,2890344.08,35981700346238.53
2619,486.65,2901836.74,36300342141537.23
2620,487.56,2909265.24,36525494108554.05
2621,488.45,2922035.82,36863080270442.21
2622,489.34,2934862.39,37213087186485.59
2623,489.95,2943081.70,37447645342097.17
2624,490.84,2956000.69,37784306455403.55
2625,491.37,2964862.25,38014228182476.13
2626,492.55,2976839.70,38355343120323.66
2627,493.39,2989259.07,38706613832559.73
2628,493.66,2998090.40,38949287735004.13
2629,494.89,3010723.97,39309275761879.16
2630,495.55,3021189.27,39567595408231.47
2631,496.37,3033465.13,39923316054909.96
2632,497.19,3041499.20,40165583034324.00
2633,497.89,3055313.57,40526003640570.99
2634,498.35,3063609.80,40765134381966.20
2635,499.58,3076386.13,41139162039240.66
2636,500.42,3089086.92,41533921774077.98
2637,501.10,3098476.58,41790143299754.35
2638,502.25,3111875.36,42182712701984.55
2639,502.64,3120793.31,42431620180833.05
2640,503.49,3135380.55,42820222764716.74
2641,504.39,3142794.07,43072891998375.95
2642,505.25,3155905.79,43467367558218.02
2643,506.17,3169759.04,43869113849116.92
2644,506.79,3178567.34,44144154417135.57
2645,507.46,3189616.06,44434246313680.12
2646,508.30,3202576.28,44833719131532.94
2647,509.19,3216216.19,45239043828915.84
2648,509.85,3225642.74,45510534802415.23
2649,510.72,3239030.01,45914326074308.26
2650,511.56,3252261.34,46351816653776.15
2651,512.45,3261298.90,46642422705791.74
2652,513.52,3277318.48,47087637141688.54
2653,514.32,3285357.76,47371012239708.12
2654,515.22,3299350.24,47799275644412.77
2655,515.60,3310173.33,48086933408598.19
2656,516.42,3323335.33,48512775062668.71
2657,517.70,3337194.79,48957888757978.20
2658,518.33,3346468.37,49264833766698.41
2659,519.28,3361158.03,49732592630298.23
2660,519.92,3370571.21,50046062596998.05
2661,520.87,3385366.71,50495985762970.59
2662,521.76,3401190.62,50958444430812.41
2663,522.68,3409232.65,51259134858640.09
2664,523.57,3423455.95,51728582694211.10
2665,523.86,3433570.06,52052898768064.72
2666,525.17,3448038.69,52533996662540.10
2667,525.87,3460024.09,52879222138621.55
2668,526.73,3474083.05,53354616988901.56
2669,527.66,3488879.32,53836975900988.59
2670,528.35,3499105.03,54160065245072.27
2671,529.24,3513627.24,54640599295618.21
2672,530.12,3527980.29,55147448809002.64
2673,531.03,3537784.04,55479328144224.73
2674,532.15,3555161.72,55994892739735.80
2675,532.77,3566437.64,56350654008865.99
2676,534.13,3581854.10,56895173626278.02
2677,534.58,3594304.66,57254742961960.60
2678,535.61,3610786.27,57815706961456.62
2679,536.53,3620820.12,58163643970441.92
2680,537.28,3633878.56,58542939029758.98
2681,538.32,3650541.65,59101747086113.81
2682,538.98,3660685.97,59472289745017.99
2683,540.00,3677312.66,60020959923361.60
2684,540.68,3689535.44,60386192964107.99
2685,541.62,3705249.33,60947356629770.77
2686,542.96,3720620.91,61489135797108.89
2687,543.70,3733796.53,61883927016712.96
2688,544.75,3750917.79,62474625699575.62
2689,545.42,3761341.04,62866314863806.38
2690,546.45,3778424.90,63446297109924.96
2691,547.14,3790983.76,63832373641309.53
2692,548.09,3807129.73,64425562365787.93
2693,549.44,3822923.97,64998260337676.30
2694,550.20,3836461.87,65415581904134.28
2695,550.59,3847122.83,65842168089677.00
2696,551.93,3864763.74,66454033660046.57
2697,552.70,3876763.10,66870672009019.23
2698,553.67,3895221.53,67475224462416.45
2699,554.64,3911811.45,68102265884339.25
2700,555.68,3921740.52,68505258277534.29
2701,556.77,3941950.11,69148784864620.50
2702,557.17,3952904.21,69599715904467.81
2703,558.52,3971030.18,70246500041517.79
2704,559.31,3983359.48,70686915531538.70
2705,560.29,4002325.44,71325969199219.95
2706,561.35,4012745.03,71773152498852.67
2707,562.32,4029573.61,72414786031718.84
2708,563.42,4050338.88,73095038048593.34
2709,563.83,4061594.18,73571703279651.64
2710,565.20,4080218.55,74255398751661.59
2711,565.99,4092886.85,74720948320804.09
2712,566.98,4112374.31,75396472153155.62
2713,568.06,4123080.40,75869175764148.23
2714,569.03,4140371.70,76547426692056.02
2715,570.15,4161707.94,77266500022893.14
2716,570.56,4173272.72,77770368070160.50
2717,571.95,4192409.18,78493081370733.77
2718,572.75,4205425.82,78985199396183.44
2719,573.75,4225449.11,79699274709656.19
2720,574.84,4236449.57,80198955051096.95
2721,575.83,4254216.32,80915913092787.70
2722,576.96,4276139.23,81676023231818.62
2723,577.38,4288021.99,82208646533278.56
2724,578.78,4307684.64,82972604371542.11
2725,579.59,4321059.18,83492807088988.98
2726,580.61,4341633.04,84247633978717.27
2727,581.71,4352935.97,84775830586094.45
2728,582.71,4371191.24,85533704718506.61
2729,583.85,4393716.94,86337193596040.00
2730,584.28,4405926.44,86900213185785.03
2731,585.69,4426129.73,87707769346965.22
2732,586.51,4439872.02,88257659522176.44
2733,587.54,4461011.58,89055563640563.27
2734,588.66,4472625.31,89613903909144.47
2735,589.67,4491382.52,90415029173357.41
2736,590.83,4514527.60,91264372371360.27
2737,591.26,4527072.81,91859522935683.28
2738,592.69,4547831.62,92713165533209.53
2739,593.52,4561951.78,93294437400216.50
2740,594.56,4583672.59,94137877122355.67
2741,595.69,4595605.65,94728081321255.38
2742,596.71,4614878.62,95574926016850.12
2743,597.88,4638660.10,96472740396318.39
2744,598.32,4651550.26,97101855618358.41
2745,599.77,4672879.85,98004214759856.58
2746,600.61,4687388.26,98618659240964.73
2747,601.66,4709706.32,99510233239005.45
2748,602.81,4721967.49,100134119811407.62
2749,603.84,4741770.39,101029293101394.33
2750,605.03,4766205.77,101978344865013.36
2751,605.47,4779450.36,102643363074400.09
2752,606.94,4801366.44,103597218965152.77
2753,607.79,4816273.77,104246729188844.06
2754,608.85,4839205.49,105189184438602.52
2755,610.01,4851803.80,105848675604457.86
2756,611.06,4872151.21,106794935554214.73
2757,612.25,4897258.47,107798148769135.53
2758,612.70,4910867.24,108501118914064.94
2759,614.19,4933385.93,109509410422932.39
2760,615.05,4948703.15,110195987556669.81
2761,616.12,4972265.41,111192227801166.77
2762,617.30,4985210.12,111889355479623.84
2763,618.36,5006117.01,112889617554606.36
2764,619.57,5031914.62,113950083161615.53
2765,620.02,5045897.58,114693171121748.94
2766,621.52,5069035.45,115759004835946.62
2767,622.39,5084773.84,116484764251851.67
2768,623.48,5108983.97,117537858947870.02
2769,624.58,5130743.36,118630128099869.23
2770,625.74,5143766.36,119332117066126.33
2771,626.97,5170273.32,120453102402964.89
2772,627.42,5184640.75,121238597662581.42
2773,628.95,5208414.82,122365257459211.00
2774,630.14,5232071.23,123494155773386.55
2775,630.93,5249461.78,124245629026817.89
2776,632.04,5271819.47,125400232905701.53
2777,633.59,5293690.11,126514952846395.08
2778,634.46,5312436.35,127327242560424.45
2779,635.68,5336796.43,128542615244394.69
2780,636.46,5351626.60,129348522426220.56
2781,637.67,5375933.48,130541845857556.17
2782,638.47,5393802.20,131336204950916.09
2783,639.59,5416774.64,132556700938273.67
2784,641.16,5439246.64,133735036850295.47
2785,642.04,5458508.33,134593683139883.44
2786,643.28,5483538.22,135878415948305.42
2787,644.06,5498776.17,136730315460849.67
2788,645.29,5523751.39,137991740687464.98
2789,646.55,5549320.86,139283369229427.03
2790,647.23,5565715.53,140121581567179.39
2791,648.82,5588805.43,141367163951479.34
2792,650.19,5616379.48,142756994170869.50
2793,650.96,5634314.86,143632863587827.22
2794,652.21,5660150.90,145003877798256.12
2795,653.00,5675633.74,145866793692603.28
2796,654.27,5701906.27,147232134205879.28
2797,655.46,5726935.51,148555780726502.94
2798,656.57,5742476.51,149434849044502.91
2799,657.96,5770808.75,150903995508412.78
2800,658.74,5789237.28,151829849932079.00
2801,660.01,5815783.72,153279106575891.00
2802,661.22,5841439.40,154662272090112.00
2803,662.09,5858687.21,155634527386483.66
2804,663.29,5884404.65,157033713112991.19
2805,664.53,5910618.94,158461313632840.03
2806,665.82,5929484.24,159515938204378.44
2807,666.96,5954222.03,160976837069246.88
2808,667.89,5975695.86,162026594525911.41
2809,669.11,6002056.98,163488695936476.84
2810,670.80,6027609.83,165010727262461.69
2811,671.22,6046203.61,165995472767576.28
2812,672.46,6073138.68,167504545045863.16
2813,673.77,6092522.72,168619356005077.22
2814,674.92,6117940.70,170163626932205.84
2815,676.34,6147992.17,171787884395255.00
2816,677.12,6167224.55,172824595839738.62
2817,678.81,6193346.39,174427727273720.28
2818,679.98,6219319.94,175987066316018.97
2819,680.50,6240127.11,177063864786777.97
2820,681.81,6268741.10,178798680954288.78
2821,683.46,6297486.29,180460241623957.25
2822,684.42,6317038.79,181591650102631.97
2823,685.62,6347116.10,183233351528502.47
2824,686.92,6363640.08,184382146219401.31
2825,688.10,6390327.80,186030475208127.25
2826,689.45,6423258.56,187778013423660.81
2827,689.95,6441107.86,189002545930190.16
2828,691.63,6470643.44,190758930234082.06
2829,692.60,6490733.55,191954907082548.94
2830,693.81,6521637.88,193690298795118.88
2831,695.03,6549413.82,195490245980727.34
2832,696.74,6576584.69,197228016879204.66
2833,697.69,6599873.97,198494320077558.94
2834,699.03,6630137.56,200389001605993.81
2835,699.89,6648561.75,201645354880322.69
2836,701.22,6678759.25,203505663156643.97
2837,702.59,6709675.26,205410514285228.28
2838,703.33,6729498.02,206646682166076.44
2839,705.06,6757415.98,208483625941629.72
2840,706.55,6790755.73,210533301661804.31
2841,707.38,6812441.36,211825004959759.69
2842,708.75,6843679.69,213846931451159.06
2843,710.05,6874018.75,215783843756425.38
2844,710.98,6894166.04,217133090431816.03
2845,712.28,6924428.85,219085160618215.41
2846,713.60,6955276.31,221076873626773.78
2847,714.99,6977475.92,222548230248652.69
2848,716.21,7006585.92,224586399353312.53
2849,717.21,7031855.09,226050965633027.78
2850,718.54,7063028.36,228098415619711.91
2851,720.34,7092944.47,230214270358703.38
2852,720.79,7114824.55,231588135389841.47
2853,722.12,7146520.20,233693513502089.38
2854,723.52,7179290.43,235983169191887.66
2855,724.77,7199240.63,237403324412237.84
2856,726.29,7234603.48,239669402823834.88
2857,727.56,7269049.59,241836163245532.28
2858,728.94,7287973.71,243352372484109.72
2859,730.20,7318537.89,245527880136372.53
2860,731.63,7356251.92,247834326717435.22
2861,732.16,7376693.87,249450496703288.53
2862,733.94,7410519.56,251768618582810.75
2863,735.33,7444177.84,254091346250624.56
2864,736.25,7468921.06,255637515374492.31
2865,737.54,7500731.53,258013132683137.06
2866,739.36,7531849.02,260306688104031.03
2867,740.37,7558521.13,261977988139975.72
2868,741.80,7593180.58,264478638308661.69
2869,743.22,7627998.97,267003157853966.09
2870,744.12,7648864.68,268592089627729.25
2871,745.57,7684271.31,271106161900312.66
2872,746.93,7718002.39,273543460862627.62
2873,748.19,7738946.49,275162134931481.00
2874,749.77,7777128.91,277867350482743.41
2875,751.05,7809575.06,280412150090068.31
2876,752.10,7837740.20,282240765627909.44
2877,753.49,7872486.08,284797153078894.25
2878,755.38,7905830.72,287438948745713.75
2879,755.85,7930218.37,289154317300642.06
2880,757.25,7965546.49,291783032151170.88
2881,758.71,8002072.36,294641830710607.94
2882,760.02,8024308.95,296414995870857.00
2883,761.62,8063724.55,299244356515574.44
2884,762.95,8102118.35,301949711560796.31
2885,764.41,8123211.27,303842807018939.12
2886,765.72,8157278.25,306559083605876.19
2887,767.22,8199314.50,309438846791563.12
2888,767.78,8222099.19,311456750377665.62
2889,769.64,8259801.48,314351091006851.69
2890,771.11,8297317.16,317251182291457.94
2891,772.07,8324896.08,319181684804859.62
2892,773.42,8360352.18,322147812581190.62
2893,775.33,8395035.89,325011480233282.19
2894,776.97,8436638.14,328217723701456.75
2895,777.88,8463396.35,330220457848656.94
2896,779.38,8502205.09,333372500695789.56
2897,780.82,8539896.65,336392012336434.75
2898,781.84,8564926.52,338495394111320.81
2899,783.26,8602523.34,341538535834961.50
2900,784.72,8640846.50,344643477962609.12
2901,786.26,8668613.89,346948786578820.56
2902,787.59,8704590.70,350114584607788.56
2903,789.24,8747347.86,353456522231156.44
2904,790.15,8774901.75,355601426619474.00
2905,792.13,8811877.72,358888044287233.75
2906,793.49,8848832.82,362096411145069.69
2907,795.04,8894432.80,365497882411947.31
2908,795.62,8919149.13,367881356546750.88
2909,797.55,8960047.72,371300046158328.00
2910,798.67,8987866.96,373627938532722.31
2911,800.07,9030660.89,377005767409146.75
2912,801.47,9069122.87,380509249381276.94
2913,803.44,9106746.99,383891709190767.75
2914,804.54,9138996.18,386356487303252.69
2915,806.09,9180902.88,390044363609226.69
2916,807.65,9223001.74,393767441683767.50
2917,808.62,9248230.43,396110745802695.19
2918,810.19,9291040.54,399818416584351.69
2919,811.67,9331824.73,403412864622810.31
2920,813.18,9373396.83,407080309044975.38
2921,814.77,9403518.28,409803255521364.81
2922,816.15,9442545.11,413542580715107.62
2923,817.87,9488927.12,417489955574972.56
2924,818.81,9518816.96,420023438426381.44
2925,820.86,9558927.67,423905471371884.81
2926,822.27,9599015.74,427695077314046.25
2927,823.88,9648481.57,431712771142801.81
2928,824.48,9675293.29,434528043879523.31
2929,826.48,9719659.17,438566075389181.50
2930,828.05,9763805.47,442612129910218.31
2931,829.09,9796258.75,445305465276473.12
2932,830.54,9837981.45,449443650430538.56
2933,832.58,9878795.25,453438888619059.12
2934,834.35,9927750.38,457912070531915.31
2935,835.33,9959237.90,460706179666936.12
2936,836.94,10004905.80,465103743729768.50
2937,838.49,10049476.79,469332050857104.44
2938,839.58,10078712.77,472250934638809.50
2939,841.11,10122954.54,476496565593396.75
2940,842.67,10168051.03,480828417214685.19
2941,844.32,10200726.10,484044662302719.12
2942,845.75,10243061.53,488461416870321.88
2943,847.53,10293375.70,493123912117211.81
2944,849.01,10342385.54,497582058894303.12
2945,850.63,10369310.73,500701685440316.50
2946,852.09,10412797.37,505177829794510.88
2947,853.76,10466456.80,509923383243323.75
2948,855.40,10514450.54,514790738716116.44
2949,856.45,10543668.66,518018256319360.31
2950,858.08,10591557.58,522797308383755.06
2951,859.76,10640585.95,527690789122571.88
2952,861.32,10687294.14,532434835527618.06
2953,862.78,10716295.92,535585480982286.88
2954,864.61,10769401.34,540869040347077.69
2955,866.08,10814096.91,545804299405754.12
2956,867.29,10853097.82,549363582490289.81
2957,868.90,10901447.43,554357904687572.62
2958,871.07,10947384.32,559481513164411.31
2959,872.57,10993295.27,564483134068149.12
2960,874.28,11049946.13,569785791322049.88
2961,874.91,11080652.32,573501461812491.38
2962,877.04,11131462.44,578830961268852.12
2963,878.71,11182021.09,584171049705184.25
2964,879.80,11219188.29,587725784069184.12
2965,881.34,11266971.31,593187468921366.88
2966,883.51,11313713.41,598460488634758.38
2967,885.39,11369779.38,604364310959047.00
2968,886.43,11405840.55,608052049175175.88
2969,888.13,11458141.81,613856069085910.38
2970,889.78,11509186.84,619436699272346.00
2971,890.94,11542669.42,623289118326164.50
2972,892.56,11593337.41,628892612952281.25
2973,894.22,11644984.27,634609903866340.62
2974,895.94,11698382.13,640827612502796.50
2975,898.12,11752024.84,646782768051426.25
2976,899.37,11788512.65,650837819186508.88
2977,900.95,11844641.28,656721797745898.62
2978,902.53,11895088.13,662824656582552.38
2979,904.75,11944436.03,668716701954041.00
2980,905.99,11986734.17,673010199966548.00
2981,907.73,12041699.12,679434262850703.00
2982,909.48,12096916.11,685919645138222.12
2983,911.17,12150806.82,692155412885590.25
2984,912.35,12186155.99,696460086315427.75
2985,914.01,12239648.66,702721402671251.75
2986,915.71,12294174.75,709109874419599.00
2987,917.47,12350549.46,716057510382289.50
2988,919.06,12384869.83,720366770296564.50
2989,920.99,12445704.62,727242864347250.12
2990,922.61,12505233.35,733842058724109.75
2991,924.22,12558221.53,740636895402913.00
2992,926.49,12610320.50,747220636891991.12
2993,927.76,12654976.70,752018169703756.50
2994,929.55,12713005.86,759196384851802.75
2995,931.34,12771301.11,766443117988924.38
2996,932.46,12806235.86,771004209448493.50
2997,934.28,12865515.99,778220953276311.88
2998,935.98,12921990.79,785217316282480.88
2999,937.72,12979556.63,792355762076656.50
3000,939.56,13021266.48,797655803081988.50
